train_step,method,seed,current_difficulty,target_difficulty_steps,eval_difficulty,eval_mode,eval_rap,mean_reward,std_reward,win_rate,threshold_hit,stage_steps,stage_index
13350000,curriculum,44,2,0,2,0,0.25,10.2,3.627671429443411,1.0,0,8500000,2
13400000,curriculum,44,2,0,2,0,0.25,11.6,6.770524351924304,0.9,0,8550000,2
13450000,curriculum,44,2,0,2,0,0.25,10.9,3.8587562763149474,1.0,0,8600000,2
13500000,curriculum,44,2,0,2,0,0.25,14.3,3.2264531609803355,1.0,0,8650000,2
13550000,curriculum,44,2,0,2,0,0.25,13.1,6.073713855624086,0.9,0,8700000,2
13600000,curriculum,44,2,0,2,0,0.25,10.7,5.9169248769948055,1.0,0,8750000,2
13650000,curriculum,44,2,0,2,0,0.25,15.3,3.4073450074801643,1.0,1,8800000,2
13700000,curriculum,44,2,0,2,0,0.25,13.7,4.148493702538308,1.0,0,8850000,2
13750000,curriculum,44,2,0,2,0,0.25,13.5,3.52845575287547,1.0,0,8900000,2
13800000,curriculum,44,2,0,2,0,0.25,12.0,4.9396356140913875,1.0,0,8950000,2
13850000,curriculum,44,2,0,2,0,0.25,12.2,4.331281565541543,1.0,0,9000000,2
13900000,curriculum,44,2,0,2,0,0.25,14.1,3.961060464067672,1.0,0,9050000,2
13950000,curriculum,44,2,0,2,0,0.25,14.7,2.6851443164195103,1.0,0,9100000,2
14000000,curriculum,44,2,0,2,0,0.25,10.9,4.036087214122113,1.0,0,9150000,2
14050000,curriculum,44,2,0,2,0,0.25,13.1,2.4269322199023193,1.0,0,9200000,2
14100000,curriculum,44,2,0,2,0,0.25,13.2,2.4,1.0,0,9250000,2
14150000,curriculum,44,2,0,2,0,0.25,13.8,3.57211421989835,1.0,0,9300000,2
14200000,curriculum,44,2,0,2,0,0.25,10.7,3.287856444554719,1.0,0,9350000,2
14250000,curriculum,44,2,0,2,0,0.25,11.0,3.286335345030997,1.0,0,9400000,2
14300000,curriculum,44,2,0,2,0,0.25,8.9,8.572630868059115,0.9,0,9450000,2
14350000,curriculum,44,2,0,2,0,0.25,11.9,1.9209372712298547,1.0,0,9500000,2
14400000,curriculum,44,2,0,2,0,0.25,12.1,3.6728735344413916,1.0,0,9550000,2
